  0    |  399   |  2.3657  |  2.5139  | -1.0000  |  0.0000  | 31.5119  | 31.1379  |  0.0000  |  2525.09   
  1    |  399   |  2.1973  |  2.4744  | -1.0000  |  0.0000  | 31.9188  | 31.2021  |  0.0000  |  4959.98   
  2    |  399   |  2.0222  |  2.4582  | -1.0000  |  0.0000  | 32.4481  | 31.2633  |  0.0000  |  6999.08   
  3    |  399   |  2.7190  |  2.4431  | -1.0000  |  0.0000  | 30.2907  | 31.3407  |  0.0000  |  9074.99   
  4    |  399   |  2.4207  |  2.4050  | -1.0000  |  0.0000  | 31.0237  | 31.4361  |  0.0000  |  11459.24  
  5    |  399   |  2.3578  |  2.4094  | -1.0000  |  0.0000  | 31.8705  | 31.4495  |  0.0000  |  16810.32  
  6    |  399   |  2.5161  |  2.3833  | -1.0000  |  0.0000  | 31.6103  | 31.5183  |  0.0000  |  20429.58  
  7    |  399   |  2.0300  |  2.3732  | -1.0000  |  0.0000  | 32.6731  | 31.5859  |  0.0000  |  22540.90  
  8    |  399   |  2.8592  |  2.3453  | -1.0000  |  0.0000  | 29.8037  | 31.6553  |  0.0000  |  24628.78  
  9    |  399   |  2.3631  |  2.3209  | -1.0000  |  0.0000  | 31.4003  | 31.7439  |  0.0000  |  26716.91  
  10   |  399   |  2.1166  |  2.3037  | -1.0000  |  0.0000  | 32.2947  | 31.8077  |  0.0000  |  28793.23  
  11   |  399   |  2.0526  |  2.3026  | -1.0000  |  0.0000  | 32.8527  | 31.7896  |  0.0000  |  30953.79  
  12   |  399   |  2.5113  |  2.2781  | -1.0000  |  0.0000  | 31.4547  | 31.8722  |  0.0000  |  33148.30  
  13   |  399   |  2.5160  |  2.2540  | -1.0000  |  0.0000  | 31.3397  | 31.9071  |  0.0000  |  35345.99  
  14   |  399   |  2.2634  |  2.2323  | -1.0000  |  0.0000  | 31.7022  | 32.0114  |  0.0000  |  37668.29  
  15   |  399   |  2.3286  |  2.2292  | -1.0000  |  0.0000  | 31.4540  | 32.0364  |  0.0000  |  39817.74  
  16   |  399   |  2.4165  |  2.1864  | -1.0000  |  0.0000  | 31.3525  | 32.1582  |  0.0000  |  41908.33  
  17   |  399   |  2.2565  |  2.1748  | -1.0000  |  0.0000  | 31.7764  | 32.1993  |  0.0000  |  43973.06  
  18   |  399   |  2.5227  |  2.1568  | -1.0000  |  0.0000  | 31.3240  | 32.2369  |  0.0000  |  46067.39  
  19   |  399   |  2.4098  |  2.1418  | -1.0000  |  0.0000  | 31.4007  | 32.2957  |  0.0000  |  48157.52  
  20   |  399   |  1.7413  |  2.1286  | -1.0000  |  0.0000  | 33.6589  | 32.3114  |  0.0000  |  50204.78  
  21   |  399   |  2.0729  |  2.1295  | -1.0000  |  0.0000  | 32.3346  | 32.3176  |  0.0000  |  52269.33  
  22   |  399   |  2.3414  |  2.1108  | -1.0000  |  0.0000  | 31.4014  | 32.4135  |  0.0000  |  54319.44  
  23   |  399   |  2.2215  |  2.0871  | -1.0000  |  0.0000  | 31.7694  | 32.4616  |  0.0000  |  56399.64  
  24   |  399   |  1.9295  |  2.0832  | -1.0000  |  0.0000  | 33.0007  | 32.4880  |  0.0000  |  58493.81  
  25   |  399   |  1.8835  |  2.0526  | -1.0000  |  0.0000  | 32.7391  | 32.5894  |  0.0000  |  60573.49  
  26   |  399   |  2.2989  |  2.0555  | -1.0000  |  0.0000  | 31.6297  | 32.5874  |  0.0000  |  62571.47  
  27   |  399   |  1.9966  |  2.0279  | -1.0000  |  0.0000  | 32.5205  | 32.7108  |  0.0000  |  64644.01  
  28   |  399   |  1.9966  |  2.0209  | -1.0000  |  0.0000  | 32.5301  | 32.6991  |  0.0000  |  66714.39  
  29   |  399   |  2.0966  |  2.0113  | -1.0000  |  0.0000  | 32.6606  | 32.7052  |  0.0000  |  68781.76  
  30   |  399   |  2.2371  |  1.9995  | -1.0000  |  0.0000  | 31.4837  | 32.7665  |  0.0000  |  70859.59  
  31   |  399   |  2.2271  |  1.9809  | -1.0000  |  0.0000  | 32.1863  | 32.8468  |  0.0000  |  73046.95  
  32   |  399   |  2.1153  |  1.9643  | -1.0000  |  0.0000  | 32.4900  | 32.8917  |  0.0000  |  75167.25  
  33   |  399   |  1.6501  |  1.9628  | -1.0000  |  0.0000  | 33.8213  | 32.8882  |  0.0000  |  77328.21  
  34   |  399   |  1.9782  |  1.9419  | -1.0000  |  0.0000  | 32.5020  | 32.9509  |  0.0000  |  79432.95  
  35   |  399   |  1.9651  |  1.9341  | -1.0000  |  0.0000  | 32.6284  | 32.9838  |  0.0000  |  81560.65  
  36   |  399   |  1.8109  |  1.9262  | -1.0000  |  0.0000  | 33.7579  | 33.0128  |  0.0000  |  83741.89  
  37   |  399   |  2.0602  |  1.9001  | -1.0000  |  0.0000  | 32.3966  | 33.0870  |  0.0000  |  86174.50  
  38   |  399   |  1.8804  |  1.9062  | -1.0000  |  0.0000  | 32.8089  | 33.0568  |  0.0000  |  88445.85  
