  11   |  122   |   6.88   |   6.64   |  28.40   |  28.86   |  40.40   |  40.12   |  26.57   |   1.82   |   1.95   |  1359.57   
  11   |  123   |   6.48   |   6.64   |  28.87   |  28.86   |  40.67   |  40.13   |  26.96   |   1.91   |   1.95   |  1370.17   
  11   |  124   |   6.15   |   6.63   |  29.47   |  28.86   |  41.15   |  40.13   |  27.61   |   1.86   |   1.95   |  1380.83   
  11   |  125   |   6.68   |   6.63   |  28.66   |  28.86   |  40.40   |  40.14   |  26.69   |   1.97   |   1.95   |  1391.44   
  11   |  126   |   6.69   |   6.63   |  28.63   |  28.86   |  40.90   |  40.14   |  27.04   |   1.59   |   1.95   |  1402.10   
  11   |  127   |   6.44   |   6.63   |  29.04   |  28.86   |  41.03   |  40.15   |  27.30   |   1.75   |   1.94   |  1412.72   
  11   |  128   |   6.34   |   6.63   |  29.28   |  28.86   |  40.64   |  40.15   |  26.91   |   2.37   |   1.95   |  1423.38   
  11   |  129   |   7.31   |   6.63   |  27.87   |  28.86   |  40.17   |  40.15   |  26.04   |   1.82   |   1.95   |  1433.97   
  11   |  130   |   6.38   |   6.63   |  29.11   |  28.86   |  41.36   |  40.16   |  27.27   |   1.84   |   1.95   |  1444.62   
  11   |  131   |   6.47   |   6.63   |  28.96   |  28.86   |  40.29   |  40.16   |  26.94   |   2.02   |   1.95   |  1455.24   
  11   |  132   |   6.43   |   6.63   |  29.08   |  28.86   |  41.31   |  40.17   |  27.11   |   1.96   |   1.95   |  1465.91   
  11   |  133   |   6.82   |   6.63   |  28.47   |  28.86   |  40.49   |  40.17   |  26.65   |   1.82   |   1.95   |  1476.53   
  11   |  134   |   6.24   |   6.63   |  29.39   |  28.86   |  40.61   |  40.18   |  27.40   |   2.00   |   1.95   |  1487.16   
  11   |  135   |   6.62   |   6.63   |  28.71   |  28.86   |  40.51   |  40.18   |  26.67   |   2.05   |   1.95   |  1497.77   
  11   |  136   |   6.69   |   6.63   |  28.71   |  28.86   |  40.38   |  40.18   |  26.87   |   1.83   |   1.95   |  1508.43   
  11   |  137   |   6.77   |   6.63   |  28.79   |  28.86   |  40.89   |  40.19   |  26.85   |   1.94   |   1.95   |  1519.08   
  11   |  138   |   6.10   |   6.63   |  29.55   |  28.86   |  41.02   |  40.19   |  27.78   |   1.77   |   1.94   |  1529.74   
