  0    |  199   |  8.8318  | 12.4238  | 24.2354  | 22.3249  | -1.0000  |  0.0000  |  0.0000  |  1453.58   
  1    |  199   |  9.1664  |  9.5132  | 23.7387  | 23.6589  | -1.0000  |  0.0000  |  0.0000  |  2896.16   
  2    |  199   |  8.5592  |  9.1289  | 24.4928  | 23.9108  | -1.0000  |  0.0000  |  0.0000  |  4334.20   
  3    |  199   |  8.8555  |  8.7708  | 23.6189  | 24.0564  | -1.0000  |  0.0000  |  0.0000  |  5774.40   
  4    |  199   |  8.5663  |  8.6314  | 24.0485  | 24.1228  | -1.0000  |  0.0000  |  0.0000  |  7219.45   
  5    |  199   |  9.1368  |  8.4483  | 23.1952  | 24.2101  | -1.0000  |  0.0000  |  0.0000  |  8664.76   
  6    |  199   |  6.8997  |  8.4252  | 24.8900  | 24.1558  | -1.0000  |  0.0000  |  0.0000  |  10111.95  
  7    |  199   |  8.2991  |  8.4631  | 23.6855  | 24.1840  | -1.0000  |  0.0000  |  0.0000  |  11558.20  
  8    |  199   |  8.7220  |  8.3877  | 23.7000  | 24.2304  | -1.0000  |  0.0000  |  0.0000  |  13005.19  
  9    |  199   |  7.8274  |  8.1200  | 24.8034  | 24.3484  | -1.0000  |  0.0000  |  0.0000  |  14452.79  
